y,x,lat_lon1
-36.8626,174.829,-36.8626###174.829
-37.0057,174.906,-37.0057###174.906
-37.9593,175.694,-37.9593###175.694
-38.2667,175.976,-38.2667###175.976
-38.261,175.96,-38.261###175.96
-38.2218,175.971,-38.2218###175.971
-38.1869,175.982,-38.1869###175.982
-38.2888,175.247,-38.2888###175.247
-38.2889,175.247,-38.2889###175.247
-37.2226,174.87,-37.2226###174.87
-37.3404,175.014,-37.3404###175.014
-37.2882,174.943,-37.2882###174.943
-37.9038,175.576,-37.9038###175.576
-37.9439,175.549,-37.9439###175.549
-38.4968,176.35,-38.4968###176.35
-37.9429,175.549,-37.9429###175.549
-38.5639,176.317,-38.5639###176.317
-38.5309,176.272,-38.5309###176.272
-38.5757,176.175,-38.5757###176.175
-37.9676,175.705,-37.9676###175.705
-38.5731,176.063,-38.5731###176.063
-38.574,176.07,-38.574###176.07
-37.2189,174.844,-37.2189###174.844
-37.71,174.917,-37.71###174.917
-37.7032,174.902,-37.7032###174.902
-37.9675,175.704,-37.9675###175.704
-37.5334,175.367,-37.5334###175.367
-38.6168,176.238,-38.6168###176.238
-38.6119,176.27,-38.6119###176.27
-37.9596,175.694,-37.9596###175.694
-38.1918,175.233,-38.1918###175.233
-37.2178,174.843,-37.2178###174.843
-38.1946,175.237,-38.1946###175.237
-38.2617,174.899,-38.2617###174.899
-38.2598,174.903,-38.2598###174.903
-37.6947,175.621,-37.6947###175.621
-38.1579,175.694,-38.1579###175.694
-37.5333,175.6,-37.5333###175.6
-37.2389,174.952,-37.2389###174.952
-37.2384,174.949,-37.2384###174.949
-37.2762,174.877,-37.2762###174.877
-36.8083,175.077,-36.8083###175.077
-36.8096,175.089,-36.8096###175.089
-37.1101,174.846,-37.1101###174.846
-37.1782,174.869,-37.1782###174.869
-36.7984,175.032,-36.7984###175.032
-36.2139,174.617,-36.2139###174.617
-36.2153,174.616,-36.2153###174.616
-36.3612,174.3,-36.3612###174.3
-36.3671,174.291,-36.3671###174.291
-36.3279,174.45,-36.3279###174.45
-37.0898,174.873,-37.0898###174.873
-37.2844,174.883,-37.2844###174.883
-37.3153,174.905,-37.3153###174.905
-37.2863,174.943,-37.2863###174.943
-37.8583,175.323,-37.8583###175.323
-37.3038,174.995,-37.3038###174.995
-37.3386,175.01,-37.3386###175.01
-37.9597,175.695,-37.9597###175.695
-37.9238,175.376,-37.9238###175.376
-38.2623,175.97,-38.2623###175.97
-37.3045,174.993,-37.3045###174.993
-22.29,166.27,-22.29###166.27
29.821,121.516,29.821###121.516
29.9037,121.612,29.9037###121.612
29.9198,121.675,29.9198###121.675
29.9498,121.703,29.9498###121.703
29.9588,121.722,29.9588###121.722
29.882,121.548,29.882###121.548
30.004,121.286,30.004###121.286
29.932,121.431,29.932###121.431
29.8918,121.567,29.8918###121.567
29.8536,121.537,29.8536###121.537
29.9588,121.723,29.9588###121.723
30.004,121.287,30.004###121.287
29.9089,121.535,29.9089###121.535
29.9089,121.534,29.9089###121.534
29.882,121.55,29.882###121.55
29.8658,121.555,29.8658###121.555
29.8827,121.559,29.8827###121.559
29.8918,121.566,29.8918###121.566
24.608,118.065,24.608###118.065
24.557,117.735,24.557###117.735
24.5172,117.785,24.5172###117.785
24.3651,117.317,24.3651###117.317
24.4841,117.397,24.4841###117.397
24.5351,117.35,24.5351###117.35
24.5131,117.37,24.5131###117.37
24.5785,117.454,24.5785###117.454
24.5699,117.513,24.5699###117.513
24.5079,117.631,24.5079###117.631
25.1018,117.034,25.1018###117.034
25.174,117.082,25.174###117.082
25.2558,117.141,25.2558###117.141
25.3272,117.334,25.3272###117.334
25.214,117.538,25.214###117.538
25.0045,117.538,25.0045###117.538
24.7956,117.602,24.7956###117.602
24.6664,117.628,24.6664###117.628
24.4856,117.755,24.4856###117.755
25.1018,117.035,25.1018###117.035
25.3012,117.217,25.3012###117.217
25.3272,117.335,25.3272###117.335
24.6664,117.629,24.6664###117.629
24.5131,117.371,24.5131###117.371
25.3272,117.333,25.3272###117.333
24.4856,117.756,24.4856###117.756
25.3272,117.337,25.3272###117.337
41.1272,-73.7302,41.1272###-73.7302
35.9062,-81.9143,35.9062###-81.9143
30.4801,114.365,30.4801###114.365
22.15,114.15,22.15###114.15
40.7146,-119.37,40.7146###-119.37
23.118,113.471,23.118###113.471
40.01,-83.03,40.01###-83.03
42.42,-85.23,42.42###-85.23
41.78,-73.74,41.78###-73.74
30.05,121.6,30.05###121.6
30.25,120.12,30.25###120.12
35.35,24.45,35.35###24.45
-34.5787,138.927,-34.5787###138.927
35.5827,139.593,35.5827###139.593
8.75,-82.25,8.75###-82.25
43.96,125.34,43.96###125.34
46.5,7.37,46.5###7.37
52.6729,0.4123,52.6729###0.4123
52.6884,-2.6681,52.6884###-2.6681
31.04,110.4,31.04###110.4
30.88,110.9,30.88###110.9
32.18,119.66,32.18###119.66
31.77,120.96,31.77###120.96
28.8,104.42,28.8###104.42
30.35,106.28,30.35###106.28
29.81,106.46,29.81###106.46
30.18,105.84,30.18###105.84
30.35,106.58,30.35###106.58
26.57,101.7,26.57###101.7
29.33,107.76,29.33###107.76
30.77,111.31,30.77###111.31
30.74,111.29,30.74###111.29
29.42,113.13,29.42###113.13
29.07,112.29,29.07###112.29
28.91,112.06,28.91###112.06
28.67,112.87,28.67###112.87
30.85,111.12,30.85###111.12
32.83,110.11,32.83###110.11
32.51,111.51,32.51###111.51
32.03,112.15,32.03###112.15
28.25,103.66,28.25###103.66
30.38,113.45,30.38###113.45
30.57,114.23,30.57###114.23
32.66,111.66,32.66###111.66
29.74,116.21,29.74###116.21
29.02,116.44,29.02###116.44
29.08,116.37,29.08###116.37
29.3,116.05,29.3###116.05
30.69,111.28,30.69###111.28
29.75,116.22,29.75###116.22
29.44,116.04,29.44###116.04
29.21,116.22,29.21###116.22
28.65,104.17,28.65###104.17
29.18,116.01,29.18###116.01
28.65,104.38,28.65###104.38
28.77,104.65,28.77###104.65
28.9,105.55,28.9###105.55
29.02,105.85,29.02###105.85
29.62,106.6,29.62###106.6
30.29,112.26,30.29###112.26
29.45,113.15,29.45###113.15
29.67,113.32,29.67###113.32
30.62,114.32,30.62###114.32
29.74,116,29.74###116
30.78,117.64,30.78###117.64
26.88,99.98,26.88###99.98
31.46,118.34,31.46###118.34
31.77,118.47,31.77###118.47
32.17,118.94,32.17###118.94
52.2031,0.121733,52.2031###0.121733
52.173,0.101959,52.173###0.101959
42.44,-84.32,42.44###-84.32
46.42,-92.32,46.42###-92.32
31.7859,119.961,31.7859###119.961
31.7833,119.962,31.7833###119.962
31.7825,119.964,31.7825###119.964
31.7808,119.968,31.7808###119.968
31.7748,119.969,31.7748###119.969
23.22,103.24,23.22###103.24
13.29,77.52,13.29###77.52
78,6,78###6
79,6,79###6
80,6,80###6
81,6,81###6
82,6,82###6
83,6,83###6
84,6,84###6
85,6,85###6
86,6,86###6
87,6,87###6
88,6,88###6
89,6,89###6
90,6,90###6
46,6,46###6
47.0988,-99.1039,47.0988###-99.1039
47.0954,-99.1002,47.0954###-99.1002
47.0963,-99.0994,47.0963###-99.0994
38.993,-123.067,38.993###-123.067
14.89,100.4,14.89###100.4
10.78,106.7,10.78###106.7
21.98,100.82,21.98###100.82
45.33,8.42,45.33###8.42
23.08,113.14,23.08###113.14
43.0983,-89.4053,43.0983###-89.4053
22.65,78.36,22.65###78.36
23.41,83.39,23.41###83.39
18,-65,18###-65
38.88,-120.64,38.88###-120.64
-23.0158,-43.3631,-23.0158###-43.3631
71.2999,-156.61,71.2999###-156.61
23.16,113.23,23.16###113.23
33.43,-111.88,33.43###-111.88
9.4329,-0.8485,9.4329###-0.8485
33.73,-84.37,33.73###-84.37
54.2952,-8.436,54.2952###-8.436
52.6576,-7.23278,52.6576###-7.23278
53.4459,-7.93453,53.4459###-7.93453
53.3807,-6.33881,53.3807###-6.33881
-78,163,-78###163
-78.08,163.8,-78.08###163.8
2.11013,2.47559,2.11013###2.47559
42.3948,-85.3738,42.3948###-85.3738
71.2838,-156.599,71.2838###-156.599
71.2905,-156.789,71.2905###-156.789
71.2906,-156.789,71.2906###-156.789
71.2709,-156.81,71.2709###-156.81
71.2909,-156.788,71.2909###-156.788
39.5348,-107.783,39.5348###-107.783
42.5319,-72.1899,42.5319###-72.1899
41.4749,-82.8541,41.4749###-82.8541
47.772,-86.881,47.772###-86.881
35.9082,-79.0499,35.9082###-79.0499
39.7182,-123.653,39.7182###-123.653
42.2854,-81.3556,42.2854###-81.3556
42.4,-85.37,42.4###-85.37
43.9335,-78.0038,43.9335###-78.0038
31.91,-109.08,31.91###-109.08
31.88,-109.09,31.88###-109.09
53.44,20.26,53.44###20.26
-21.1316,-48.2949,-21.1316###-48.2949
47.55,106.53,47.55###106.53
47.55,106.54,47.55###106.54
47.55,106.63,47.55###106.63
43.95,116.15,43.95###116.15
43.95,116.16,43.95###116.16
43.95,116.17,43.95###116.17
43.95,116.18,43.95###116.18
43.95,116.19,43.95###116.19
43.95,116.2,43.95###116.2
43.95,116.21,43.95###116.21
43.95,116.22,43.95###116.22
43.95,116.23,43.95###116.23
43.95,116.24,43.95###116.24
47.55,106.64,47.55###106.64
47.55,106.65,47.55###106.65
47.55,106.66,47.55###106.66
47.55,106.67,47.55###106.67
47.55,106.68,47.55###106.68
47.55,106.69,47.55###106.69
47.55,106.7,47.55###106.7
47.55,106.71,47.55###106.71
47.55,106.72,47.55###106.72
47.55,106.55,47.55###106.55
47.55,106.73,47.55###106.73
47.55,106.74,47.55###106.74
47.55,106.75,47.55###106.75
47.55,106.76,47.55###106.76
47.55,106.77,47.55###106.77
47.55,106.78,47.55###106.78
47.55,106.79,47.55###106.79
47.55,106.8,47.55###106.8
47.55,106.81,47.55###106.81
47.55,106.82,47.55###106.82
47.55,106.56,47.55###106.56
47.55,106.83,47.55###106.83
47.55,106.84,47.55###106.84
47.19,110.39,47.19###110.39
47.55,106.57,47.55###106.57
47.55,106.58,47.55###106.58
47.3,106.15,47.3###106.15
47.55,106.59,47.55###106.59
43.95,116.07,43.95###116.07
43.95,116.08,43.95###116.08
43.95,116.09,43.95###116.09
43.95,116.1,43.95###116.1
43.95,116.11,43.95###116.11
43.95,116.12,43.95###116.12
43.95,116.13,43.95###116.13
47.55,106.6,47.55###106.6
43.95,116.14,43.95###116.14
47.55,106.61,47.55###106.61
43.95,116.25,43.95###116.25
43.95,116.26,43.95###116.26
43.95,116.27,43.95###116.27
43.95,116.28,43.95###116.28
43.95,116.29,43.95###116.29
43.95,116.3,43.95###116.3
43.95,116.31,43.95###116.31
43.95,116.32,43.95###116.32
43.95,116.33,43.95###116.33
47.55,106.62,47.55###106.62
43.95,116.34,43.95###116.34
43.95,116.35,43.95###116.35
43.95,116.36,43.95###116.36
43.95,126.53,43.95###126.53
37.33,126.58,37.33###126.58
-22.123,-67.495,-22.123###-67.495
-22.469,-67.482,-22.469###-67.482
-22.143,-67.444,-22.143###-67.444
-22.474,-67.492,-22.474###-67.492
-22.483,-67.504,-22.483###-67.504
-22.469,-67.48,-22.469###-67.48
-22.469,-67.476,-22.469###-67.476
1.3,103.87,1.3###103.87
40.49,116.84,40.49###116.84
-33.9575,18.4606,-33.9575###18.4606
35.7942,-78.7497,35.7942###-78.7497
37.75,128.9,37.75###128.9
40.54,116.88,40.54###116.88
40.51,116.91,40.51###116.91
40.5,116.98,40.5###116.98
40.5,116.7,40.5###116.7
40.48,116.97,40.48###116.97
40.45,116.97,40.45###116.97
28.16,113,28.16###113
42.3387,-71.1083,42.3387###-71.1083
51.78,123.01,51.78###123.01
47.19,128.9,47.19###128.9
39.96,115.42,39.96###115.42
42.4,128.09,42.4###128.09
36.7,112.08,36.7###112.08
31.32,110.5,31.32###110.5
24.58,114.44,24.58###114.44
23.17,112.54,23.17###112.54
18.74,108.86,18.74###108.86
31.93,-109.08,31.93###-109.08
32.21,-109.77,32.21###-109.77
32.25,-108.85,32.25###-108.85
31.67,-109.23,31.67###-109.23
42.0119,-87.7104,42.0119###-87.7104
-45.8561,170.395,-45.8561###170.395
-45.863,170.384,-45.863###170.384
52.164,-8.2432,52.164###-8.2432
52.2833,-6.5,52.2833###-6.5
-45.8627,170.385,-45.8627###170.385
-46.3,169.733,-46.3###169.733
-43.8,171.766,-43.8###171.766
-43.7833,171.767,-43.7833###171.767
-43.6166,169.733,-43.6166###169.733
-40.1205,176.232,-40.1205###176.232
-37.7727,175.354,-37.7727###175.354
-37.7741,175.351,-37.7741###175.351
39.7056,116.545,39.7056###116.545
26.6832,101.855,26.6832###101.855
23.11,113.27,23.11###113.27
47.69,9.18,47.69###9.18
29.18,118.35,29.18###118.35
29.5,106.5,29.5###106.5
18.2994,-65.7792,18.2994###-65.7792
37.21,122.34,37.21###122.34
35.54,120.07,35.54###120.07
45.0294,-94.0307,45.0294###-94.0307
31.55,117.45,31.55###117.45
31.6,117.4,31.6###117.4
31.38,120.3,31.38###120.3
31.36,120,31.36###120
30.98,120.13,30.98###120.13
31.15,120.16,31.15###120.16
31.34,120.18,31.34###120.18
31.23,119.95,31.23###119.95
31.1,120,31.1###120
31.66,117.37,31.66###117.37
31.71,117.34,31.71###117.34
31.6,117.8,31.6###117.8
31.6,117.74,31.6###117.74
31.58,117.67,31.58###117.67
31.51,117.61,31.51###117.61
31.51,117.51,31.51###117.51
31.44,120.18,31.44###120.18
21.9333,118.883,21.9333###118.883
-21.819,-48.6143,-21.819###-48.6143
36.5979,129.375,36.5979###129.375
40.4237,-86.9212,40.4237###-86.9212
-45.14,167.33,-45.14###167.33
38.8608,-122.414,38.8608###-122.414
38.8601,-122.414,38.8601###-122.414
38.8576,-122.402,38.8576###-122.402
38.8577,-122.402,38.8577###-122.402
38.8578,-122.402,38.8578###-122.402
38.858,-122.402,38.858###-122.402
38.8581,-122.402,38.8581###-122.402
38.8593,-122.414,38.8593###-122.414
38.8594,-122.415,38.8594###-122.415
38.8602,-122.415,38.8602###-122.415
38.8605,-122.415,38.8605###-122.415
38.8599,-122.414,38.8599###-122.414
21.6164,108.229,21.6164###108.229
21.6147,108.229,21.6147###108.229
21.6119,108.228,21.6119###108.228
42.5314,-72.1899,42.5314###-72.1899
19.31,109.34,19.31###109.34
28.6553,121.514,28.6553###121.514
36.83,116.57,36.83###116.57
42.4711,-72.1726,42.4711###-72.1726
42.533,-72.1802,42.533###-72.1802
42.5331,-72.1897,42.5331###-72.1897
36.5,120.2,36.5###120.2
18.3167,-65.75,18.3167###-65.75
34.6903,-77.1066,34.6903###-77.1066
26.1358,-80.1294,26.1358###-80.1294
43.0784,-89.3865,43.0784###-89.3865
43.3036,-89.3328,43.3036###-89.3328
43.3033,-89.3325,43.3033###-89.3325
43.3122,-89.3708,43.3122###-89.3708
39.214,-96.5853,39.214###-96.5853
39.2117,-96.5948,39.2117###-96.5948
39.0043,-77.1012,39.0043###-77.1012
42.7948,-84.3938,42.7948###-84.3938
42.4062,-85.4002,42.4062###-85.4002
-68.54,78.18,-68.54###78.18
40.67,-119.37,40.67###-119.37
8.95694,-68.2992,8.95694###-68.2992
38.715,-109.693,38.715###-109.693
38.5403,-121.75,38.5403###-121.75
38.4825,21.315,38.4825###21.315
10.2072,-84.0077,10.2072###-84.0077
38.4822,21.3132,38.4822###21.3132
46.041,-89.686,46.041###-89.686
-77.3886,161.931,-77.3886###161.931
39.101,-96.6083,39.101###-96.6083
39.55,-107.97,39.55###-107.97
44.733,-110.709,44.733###-110.709
44.7315,-110.711,44.7315###-110.711
44.9729,-110.704,44.9729###-110.704
44.7221,-110.702,44.7221###-110.702
36.8219,-121.744,36.8219###-121.744
44.7328,-110.71,44.7328###-110.71
44.0121,-92.4802,44.0121###-92.4802
36.9,98.46,36.9###98.46
54.9792,-1.6147,54.9792###-1.6147
54.9792,-1.6148,54.9792###-1.6148
54.9792,-1.6157,54.9792###-1.6157
54.9792,-1.6158,54.9792###-1.6158
54.9792,-1.6159,54.9792###-1.6159
54.9792,-1.616,54.9792###-1.616
54.9792,-1.6161,54.9792###-1.6161
54.9792,-1.6162,54.9792###-1.6162
54.9792,-1.6163,54.9792###-1.6163
54.9792,-1.6164,54.9792###-1.6164
54.9792,-1.6165,54.9792###-1.6165
54.9792,-1.6166,54.9792###-1.6166
54.9792,-1.6149,54.9792###-1.6149
54.9792,-1.6167,54.9792###-1.6167
54.9792,-1.6168,54.9792###-1.6168
54.9792,-1.6169,54.9792###-1.6169
54.9792,-1.617,54.9792###-1.617
54.9792,-1.6171,54.9792###-1.6171
54.9792,-1.6172,54.9792###-1.6172
54.9792,-1.6173,54.9792###-1.6173
54.9792,-1.6174,54.9792###-1.6174
54.9792,-1.6175,54.9792###-1.6175
54.9792,-1.6176,54.9792###-1.6176
54.9792,-1.615,54.9792###-1.615
54.9792,-1.6177,54.9792###-1.6177
54.9792,-1.6178,54.9792###-1.6178
54.9792,-1.6179,54.9792###-1.6179
54.9792,-1.618,54.9792###-1.618
54.9792,-1.6181,54.9792###-1.6181
54.9792,-1.6182,54.9792###-1.6182
54.9792,-1.6183,54.9792###-1.6183
54.9792,-1.6184,54.9792###-1.6184
54.9792,-1.6185,54.9792###-1.6185
54.9792,-1.6186,54.9792###-1.6186
54.9792,-1.6151,54.9792###-1.6151
54.9792,-1.6187,54.9792###-1.6187
54.9792,-1.6188,54.9792###-1.6188
54.9792,-1.6189,54.9792###-1.6189
54.9792,-1.619,54.9792###-1.619
54.9792,-1.6191,54.9792###-1.6191
54.9792,-1.6192,54.9792###-1.6192
54.9792,-1.6193,54.9792###-1.6193
54.9792,-1.6194,54.9792###-1.6194
54.9792,-1.6195,54.9792###-1.6195
54.9792,-1.6196,54.9792###-1.6196
54.9792,-1.6152,54.9792###-1.6152
54.9792,-1.6197,54.9792###-1.6197
54.9792,-1.6198,54.9792###-1.6198
54.9792,-1.6199,54.9792###-1.6199
54.9792,-1.62,54.9792###-1.62
54.9792,-1.6201,54.9792###-1.6201
54.9792,-1.6153,54.9792###-1.6153
54.9792,-1.6154,54.9792###-1.6154
54.9792,-1.6155,54.9792###-1.6155
54.9792,-1.6156,54.9792###-1.6156
40.8994,-73.8743,40.8994###-73.8743
40.899,-73.8722,40.899###-73.8722
40.8833,-73.8458,40.8833###-73.8458
40.885,-73.8443,40.885###-73.8443
40.8485,-73.867,40.8485###-73.867
40.8197,-73.8762,40.8197###-73.8762
40.8994,-73.8711,40.8994###-73.8711
40.8859,-73.842,40.8859###-73.842
-44.85,168.95,-44.85###168.95
29.5401,106.461,29.5401###106.461
38.6855,-1.05467,38.6855###-1.05467
41.3083,-72.9279,41.3083###-72.9279
56.41,-111.2,56.41###-111.2
-22.01,-47.54,-22.01###-47.54
66.33,33.06,66.33###33.06
25.0424,121.615,25.0424###121.615
24.2081,120.598,24.2081###120.598
45.3253,3.43593,45.3253###3.43593
45.5035,2.50258,45.5035###2.50258
45.5847,2.59317,45.5847###2.59317
45.5447,2.45084,45.5447###2.45084
45.3352,2.56394,45.3352###2.56394
46.1325,2.52002,46.1325###2.52002
45.3957,2.43303,45.3957###2.43303
45.3524,2.29337,45.3524###2.29337
46.0824,2.56191,46.0824###2.56191
45.3115,3.54552,45.3115###3.54552
46.0917,2.50023,46.0917###2.50023
45.5421,2.44498,45.5421###2.44498
45.4452,3.36284,45.4452###3.36284
45.5341,3.36011,45.5341###3.36011
45.3027,2.51228,45.3027###2.51228
45.5326,2.28423,45.5326###2.28423
45.3202,2.41043,45.3202###2.41043
45.283,3.26407,45.283###3.26407
45.3951,2.59041,45.3951###2.59041
45.3612,2.4425,45.3612###2.4425
45.5301,3.41473,45.5301###3.41473
45.3409,2.55214,45.3409###2.55214
45.4431,3.13079,45.4431###3.13079
45.3724,3.33344,45.3724###3.33344
46.0216,2.48516,46.0216###2.48516
31.78,119.93,31.78###119.93
31.78,119.931,31.78###119.931
31.781,119.932,31.781###119.932
31.781,119.934,31.781###119.934
31.782,119.935,31.782###119.935
-22.746,-43.671,-22.746###-43.671
-22.753,-43.664,-22.753###-43.664
46.58,130.66,46.58###130.66
47.79,133.63,47.79###133.63
54,-128,54###-128
48.03,133.34,48.03###133.34
53.2352,-1.91643,53.2352###-1.91643
53.6436,-1.77953,53.6436###-1.77953
53.6431,-1.77875,53.6431###-1.77875
39.898,-79.976,39.898###-79.976
60.9579,-138.92,60.9579###-138.92
37.8238,118.927,37.8238###118.927
9.11667,-79.7,9.11667###-79.7
9.38,76.46,9.38###76.46
9.4,76.46,9.4###76.46
8.62,76.86,8.62###76.86
78.58,11.41,78.58###11.41
78.54,12.13,78.54###12.13
40.7988,-76.3393,40.7988###-76.3393
40.7978,-76.3415,40.7978###-76.3415
40.7972,-76.3429,40.7972###-76.3429
40.7975,-76.3418,40.7975###-76.3418
40.8014,-76.3456,40.8014###-76.3456
40.8014,-76.3461,40.8014###-76.3461
40.8011,-76.3447,40.8011###-76.3447
40.801,-76.343,40.801###-76.343
40.799,-76.3393,40.799###-76.3393
40.8013,-76.3431,40.8013###-76.3431
40.8012,-76.3429,40.8012###-76.3429
40.8007,-76.3411,40.8007###-76.3411
40.8008,-76.3415,40.8008###-76.3415
40.8008,-76.3414,40.8008###-76.3414
40.8,-76.3403,40.8###-76.3403
40.8009,-76.3377,40.8009###-76.3377
40.798,-76.3411,40.798###-76.3411
39.3346,-76.6094,39.3346###-76.6094
39.3296,-76.6244,39.3296###-76.6244
39.3448,-76.6258,39.3448###-76.6258
39.33,-76.6189,39.33###-76.6189
39.3441,-76.6013,39.3441###-76.6013
39.3427,-76.6237,39.3427###-76.6237
39.3421,-76.6011,39.3421###-76.6011
39.4812,-76.6888,39.4812###-76.6888
39.3428,-76.6004,39.3428###-76.6004
39.4968,-76.6889,39.4968###-76.6889
39.3427,-76.5994,39.3427###-76.5994
39.4876,-76.6894,39.4876###-76.6894
39.4909,-76.6904,39.4909###-76.6904
60.3077,24.5324,60.3077###24.5324
60.2876,24.7955,60.2876###24.7955
60.2575,24.9215,60.2575###24.9215
60.2919,25.1464,60.2919###25.1464
60.2461,25.1708,60.2461###25.1708
60.2672,25.0125,60.2672###25.0125
39.3526,-76.6103,39.3526###-76.6103
60.1984,24.9649,60.1984###24.9649
60.1658,24.939,60.1658###24.939
60.2016,24.8587,60.2016###24.8587
60.2087,24.8769,60.2087###24.8769
60.2209,24.9232,60.2209###24.9232
60.226,24.9789,60.226###24.9789
60.238,24.9038,60.238###24.9038
39.3307,-76.6249,39.3307###-76.6249
61.0628,25.5403,61.0628###25.5403
60.9159,25.555,60.9159###25.555
61.0056,25.6559,61.0056###25.6559
60.9922,25.714,60.9922###25.714
60.9707,25.7037,60.9707###25.7037
39.4825,-76.6828,39.4825###-76.6828
61.0153,25.6654,61.0153###25.6654
60.9855,25.6506,60.9855###25.6506
60.9853,25.6513,60.9853###25.6513
61.0137,25.6816,61.0137###25.6816
60.963,25.6529,60.963###25.6529
60.9924,25.7019,60.9924###25.7019
60.9653,25.6997,60.9653###25.6997
39.355,-76.609,39.355###-76.609
47.5287,18.8973,47.5287###18.8973
47.5151,18.9851,47.5151###18.9851
39.3475,-76.6204,39.3475###-76.6204
47.5875,19.0356,47.5875###19.0356
47.5152,18.9849,47.5152###18.9849
39.3262,-76.622,39.3262###-76.622
-26.6373,27.1972,-26.6373###27.1972
39.3445,-76.6007,39.3445###-76.6007
33.46,-117.7,33.46###-117.7
37.56,-122.33,37.56###-122.33
33.1,-117,33.1###-117
49.8801,-119.444,49.8801###-119.444
42.0204,-73.9101,42.0204###-73.9101
40.99,29.06,40.99###29.06
15.67,120.24,15.67###120.24
47.8233,-92.2372,47.8233###-92.2372
22.86,113.2,22.86###113.2
22.86,113.23,22.86###113.23
23.7,113.71,23.7###113.71
23.72,114.65,23.72###114.65
27.38,110.52,27.38###110.52
27.38,110.53,27.38###110.53
28.13,112.28,28.13###112.28
28.13,112.29,28.13###112.29
27.39,110.52,27.39###110.52
27.39,110.53,27.39###110.53
27.39,110.54,27.39###110.54
27.46,110.93,27.46###110.93
27.46,110.94,27.46###110.94
27.46,110.95,27.46###110.95
27.49,110.93,27.49###110.93
27.49,110.94,27.49###110.94
27.38,110.54,27.38###110.54
27.49,110.95,27.49###110.95
28.14,112.27,28.14###112.27
28.14,112.28,28.14###112.28
28.14,112.29,28.14###112.29
27.4,110.52,27.4###110.52
27.4,110.53,27.4###110.53
27.4,110.54,27.4###110.54
27.47,110.93,27.47###110.93
27.47,110.94,27.47###110.94
27.47,110.95,27.47###110.95
27.45,110.93,27.45###110.93
27.5,110.93,27.5###110.93
27.5,110.94,27.5###110.94
27.5,110.95,27.5###110.95
28.15,112.27,28.15###112.27
28.15,112.28,28.15###112.28
28.15,112.29,28.15###112.29
27.41,110.52,27.41###110.52
27.41,110.53,27.41###110.53
27.41,110.54,27.41###110.54
27.48,110.93,27.48###110.93
27.45,110.94,27.45###110.94
27.48,110.94,27.48###110.94
27.48,110.95,27.48###110.95
27.51,110.93,27.51###110.93
27.51,110.94,27.51###110.94
27.51,110.95,27.51###110.95
28.16,112.27,28.16###112.27
28.16,112.28,28.16###112.28
28.16,112.29,28.16###112.29
27.45,110.95,27.45###110.95
28.13,112.27,28.13###112.27
-23.17,-51.1,-23.17###-51.1
-25,-50.09,-25###-50.09
-24.33,-54.03,-24.33###-54.03
36.42,101.45,36.42###101.45
45.73,126.73,45.73###126.73
39.48,116.28,39.48###116.28
59.83,17.82,59.83###17.82
43.0706,-89.4064,43.0706###-89.4064
10.8939,-85.7274,10.8939###-85.7274
22.3038,39.0477,22.3038###39.0477
34.38,107.05,34.38###107.05
34.21,108.22,34.21###108.22
34.23,108.51,34.23###108.51
34.44,109,34.44###109
34.47,109.1,34.47###109.1
34.64,110.18,34.64###110.18
34.16,108.27,34.16###108.27
34.45,109,34.45###109
41.6175,2.1677,41.6175###2.1677
35.0025,-98.688,35.0025###-98.688
36.1156,-97.0584,36.1156###-97.0584
36.6387,-95.1541,36.6387###-95.1541
60.1896,24.9761,60.1896###24.9761
47.5448,19.0087,47.5448###19.0087
47.5269,19.0132,47.5269###19.0132
47.539,19.0174,47.539###19.0174
-26.8589,27.0499,-26.8589###27.0499
-26.729,27.0962,-26.729###27.0962
60.9854,25.645,60.9854###25.645
47.5278,18.8985,47.5278###18.8985
47.5358,19.0172,47.5358###19.0172
-26.7387,27.0832,-26.7387###27.0832
-26.7171,27.1175,-26.7171###27.1175
60.2275,25.0117,60.2275###25.0117
60.9699,25.6529,60.9699###25.6529
47.5272,18.9028,47.5272###18.9028
47.527,19.0142,47.527###19.0142
-26.6904,27.0722,-26.6904###27.0722
-26.7083,27.1102,-26.7083###27.1102
60.9934,25.7072,60.9934###25.7072
47.5392,19.0161,47.5392###19.0161
47.5163,18.9826,47.5163###18.9826
-26.6964,27.0797,-26.6964###27.0797
-26.7168,27.1011,-26.7168###27.1011
61.0797,25.6993,61.0797###25.6993
61.0098,25.6775,61.0098###25.6775
47.5156,18.9724,47.5156###18.9724
47.5356,19.0175,47.5356###19.0175
-26.6776,27.0922,-26.6776###27.0922
-26.7008,27.1008,-26.7008###27.1008
-26.7134,27.0824,-26.7134###27.0824
60.2234,25.0227,60.2234###25.0227
60.1738,24.9329,60.1738###24.9329
61.0921,25.7388,61.0921###25.7388
47.5922,19.0296,47.5922###19.0296
47.5265,19.0131,47.5265###19.0131
-26.6804,27.0819,-26.6804###27.0819
-26.7046,27.1046,-26.7046###27.1046
-26.7015,27.09,-26.7015###27.09
60.1985,24.9698,60.1985###24.9698
60.1915,24.9268,60.1915###24.9268
61.0616,25.66,61.0616###25.66
61.0062,25.6533,61.0062###25.6533
47.5392,19.0172,47.5392###19.0172
-26.6794,27.1142,-26.6794###27.1142
-26.6946,27.0937,-26.6946###27.0937
-26.7023,27.0997,-26.7023###27.0997
60.194,24.9775,60.194###24.9775
