y,x,lat_lon1
-31.9637,115.849,-31.9637###115.849
-32.0224,115.916,-32.0224###115.916
-32.0071,115.809,-32.0071###115.809
-12.632,130.411,-12.632###130.411
-12.5992,130.451,-12.5992###130.451
-12.7038,130.559,-12.7038###130.559
-12.1922,141.918,-12.1922###141.918
-12.1843,141.899,-12.1843###141.899
-12.1687,141.926,-12.1687###141.926
-12.0883,141.93,-12.0883###141.93
-12.1501,141.948,-12.1501###141.948
-12.0691,141.925,-12.0691###141.925
-11.7413,142.088,-11.7413###142.088
-11.7481,142.043,-11.7481###142.043
-11.7554,142.011,-11.7554###142.011
-11.7545,142.019,-11.7545###142.019
-11.7713,142.127,-11.7713###142.127
-11.7473,142.108,-11.7473###142.108
-11.7524,142.07,-11.7524###142.07
-11.7454,142.036,-11.7454###142.036
-11.756,142.016,-11.756###142.016
-12.8111,141.897,-12.8111###141.897
-12.7045,142.055,-12.7045###142.055
-12.7178,142.027,-12.7178###142.027
-12.7232,141.994,-12.7232###141.994
-12.6862,141.847,-12.6862###141.847
-12.5607,130.54,-12.5607###130.54
-12.6373,130.475,-12.6373###130.475
-12.6819,130.621,-12.6819###130.621
-12.7098,130.639,-12.7098###130.639
-12.7265,130.695,-12.7265###130.695
-12.722,130.613,-12.722###130.613
-12.7636,130.611,-12.7636###130.611
-12.6006,130.478,-12.6006###130.478
-12.6086,130.49,-12.6086###130.49
-27.2869,153.015,-27.2869###153.015
-27.2981,153.01,-27.2981###153.01
-27.2986,153.031,-27.2986###153.031
-27.2792,153.044,-27.2792###153.044
-26.3178,152.994,-26.3178###152.994
-26.3217,153.02,-26.3217###153.02
-26.3369,153.034,-26.3369###153.034
-26.3744,153.041,-26.3744###153.041
-26.5636,152.974,-26.5636###152.974
-26.5769,153.016,-26.5769###153.016
-26.5789,153.067,-26.5789###153.067
-26.6042,153.057,-26.6042###153.057
-26.6358,153.059,-26.6358###153.059
-13.3129,141.857,-13.3129###141.857
-35.2074,150.547,-35.2074###150.547
-35.2085,150.547,-35.2085###150.547
-35.4637,150.385,-35.4637###150.385
-35.4618,150.386,-35.4618###150.386
-35.4599,150.392,-35.4599###150.392
-35.4621,150.388,-35.4621###150.388
-35.4645,150.387,-35.4645###150.387
-35.4782,150.378,-35.4782###150.378
-35.4811,150.383,-35.4811###150.383
-35.4853,150.387,-35.4853###150.387
-35.4869,150.38,-35.4869###150.38
-35.487,150.384,-35.487###150.384
-35.9793,150.145,-35.9793###150.145
-35.9783,150.145,-35.9783###150.145
-35.9786,150.147,-35.9786###150.147
-35.9786,150.149,-35.9786###150.149
-35.9785,150.149,-35.9785###150.149
-36.1643,150.114,-36.1643###150.114
-36.1615,150.117,-36.1615###150.117
-36.1594,150.104,-36.1594###150.104
-36.1521,150.113,-36.1521###150.113
-36.1559,150.122,-36.1559###150.122
-36.2403,150.129,-36.2403###150.129
-36.241,150.129,-36.241###150.129
-36.2403,150.131,-36.2403###150.131
-36.2421,150.135,-36.2421###150.135
-36.2443,150.133,-36.2443###150.133
-36.487,150.052,-36.487###150.052
-36.4851,150.045,-36.4851###150.045
-12.635,130.436,-12.635###130.436
-12.6082,130.41,-12.6082###130.41
-12.5998,130.418,-12.5998###130.418
-12.5636,130.493,-12.5636###130.493
-12.5664,130.524,-12.5664###130.524
-12.5997,130.517,-12.5997###130.517
-12.6083,130.599,-12.6083###130.599
-12.6102,130.59,-12.6102###130.59
-12.4927,130.578,-12.4927###130.578
-12.67,130.534,-12.67###130.534
-12.6469,130.526,-12.6469###130.526
-12.4108,130.573,-12.4108###130.573
-12.5041,130.533,-12.5041###130.533
-12.4163,130.787,-12.4163###130.787
-12.471,130.84,-12.471###130.84
-27.6947,153.169,-27.6947###153.169
-27.6864,153.205,-27.6864###153.205
-27.6806,153.217,-27.6806###153.217
-27.6981,153.249,-27.6981###153.249
-27.6931,153.293,-27.6931###153.293
-28.1375,153.471,-28.1375###153.471
-28.1519,153.464,-28.1519###153.464
-28.1625,153.461,-28.1625###153.461
-28.1665,153.447,-28.1665###153.447
-27.2713,152.992,-27.2713###152.992
-36.4851,150.04,-36.4851###150.04
-36.4829,150.034,-36.4829###150.034
-36.4808,150.04,-36.4808###150.04
-36.2619,150.125,-36.2619###150.125
-36.2686,150.128,-36.2686###150.128
-36.2723,150.119,-36.2723###150.119
-36.2843,150.117,-36.2843###150.117
-36.2837,150.123,-36.2837###150.123
-35.1909,150.562,-35.1909###150.562
-35.188,150.55,-35.188###150.55
-35.1788,150.547,-35.1788###150.547
-35.1831,150.56,-35.1831###150.56
-35.1779,150.568,-35.1779###150.568
-34.9475,150.768,-34.9475###150.768
-34.9533,150.767,-34.9533###150.767
-34.9576,150.761,-34.9576###150.761
-34.9441,150.762,-34.9441###150.762
-34.9364,150.763,-34.9364###150.763
-42.8426,147.323,-42.8426###147.323
-42.8401,147.323,-42.8401###147.323
-42.824,147.313,-42.824###147.313
22.72,88.48,22.72###88.48
17.11,-93.36,17.11###-93.36
42.14,2.33,42.14###2.33
21.5416,-158.088,21.5416###-158.088
40.1106,-88.2073,40.1106###-88.2073
52.25,13.25,52.25###13.25
47.5,7.54,47.5###7.54
35.49,128.74,35.49###128.74
50.9017,3.1244,50.9017###3.1244
51.24,22.03,51.24###22.03
35.4205,-82.5561,35.4205###-82.5561
50.1561,6.88878,50.1561###6.88878
30.05,102.54,30.05###102.54
50.91,6.41,50.91###6.41
34.16,108.07,34.16###108.07
43.04,-88.02,43.04###-88.02
43.02,-87.9,43.02###-87.9
55.4586,8.48909,55.4586###8.48909
57.0495,9.86479,57.0495###9.86479
57.0452,10.0458,57.0452###10.0458
56.0898,8.23634,56.0898###8.23634
55.6493,12.0586,55.6493###12.0586
55.3291,8.74336,55.3291###8.74336
55.5524,9.7204,55.5524###9.7204
56.2131,10.2425,56.2131###10.2425
56.5651,9.04216,56.5651###9.04216
57.4213,9.97541,57.4213###9.97541
55.3995,10.4148,55.3995###10.4148
55.4881,8.43051,55.4881###8.43051
57.5773,9.99297,57.5773###9.99297
56.4538,10.0702,56.4538###10.0702
55.6079,12.4489,55.6079###12.4489
55.2498,9.50861,55.2498###9.50861
55.4326,10.4589,55.4326###10.4589
56.4253,9.4552,56.4253###9.4552
55.4215,10.3662,55.4215###10.3662
56.1985,10.7287,56.1985###10.7287
8.9296,-84.3109,8.9296###-84.3109
8.9298,-84.3115,8.9298###-84.3115
8.92967,-84.3079,8.92967###-84.3079
8.93035,-84.3124,8.93035###-84.3124
8.92977,-84.3079,8.92977###-84.3079
9.11783,-84.8395,9.11783###-84.8395
9.1167,-84.8396,9.1167###-84.8396
8.8541,-84.2195,8.8541###-84.2195
8.85317,-84.2181,8.85317###-84.2181
8.8532,-84.1281,8.8532###-84.1281
8.93076,-84.3126,8.93076###-84.3126
8.93078,-84.3126,8.93078###-84.3126
9.11778,-84.8395,9.11778###-84.8395
8.9327,-84.307,8.9327###-84.307
8.93133,-84.3125,8.93133###-84.3125
8.93062,-84.3128,8.93062###-84.3128
8.94755,-84.4128,8.94755###-84.4128
8.9478,-84.4123,8.9478###-84.4123
8.9307,-84.3118,8.9307###-84.3118
8.93069,-84.3131,8.93069###-84.3131
8.92605,-84.3128,8.92605###-84.3128
8.9304,-84.3125,8.9304###-84.3125
8.93067,-84.3125,8.93067###-84.3125
8.93112,-84.314,8.93112###-84.314
8.9296,-84.3076,8.9296###-84.3076
8.93081,-84.3126,8.93081###-84.3126
8.93278,-84.3067,8.93278###-84.3067
8.9337,-84.3067,8.9337###-84.3067
8.93087,-84.3129,8.93087###-84.3129
8.93048,-84.3133,8.93048###-84.3133
8.93037,-84.3132,8.93037###-84.3132
8.92998,-84.3117,8.92998###-84.3117
9.1181,-84.8413,9.1181###-84.8413
9.1163,-84.8372,9.1163###-84.8372
8.9297,-84.3115,8.9297###-84.3115
8.9302,-84.3116,8.9302###-84.3116
8.9314,-84.3118,8.9314###-84.3118
8.85655,-85.1322,8.85655###-85.1322
8.85342,-85.1279,8.85342###-85.1279
8.8539,-84.2146,8.8539###-84.2146
9.032,-84.6205,9.032###-84.6205
9.1177,-84.8363,9.1177###-84.8363
8.92282,-84.3039,8.92282###-84.3039
9.11803,-84.841,9.11803###-84.841
8.93035,-84.3125,8.93035###-84.3125
8.93045,-84.3134,8.93045###-84.3134
8.8549,-84.2146,8.8549###-84.2146
8.9296,-84.3078,8.9296###-84.3078
8.85243,-84.2152,8.85243###-84.2152
9.11809,-84.8413,9.11809###-84.8413
8.9228,-84.3043,8.9228###-84.3043
8.9228,-84.3039,8.9228###-84.3039
8.92942,-84.3148,8.92942###-84.3148
8.9305,-84.3125,8.9305###-84.3125
8.9305,-84.3126,8.9305###-84.3126
8.8539,-84.2193,8.8539###-84.2193
8.9306,-84.3123,8.9306###-84.3123
8.93109,-84.3129,8.93109###-84.3129
8.8538,-84.2185,8.8538###-84.2185
8.93137,-84.3118,8.93137###-84.3118
8.93062,-84.3123,8.93062###-84.3123
8.8533,-84.2183,8.8533###-84.2183
8.8532,-84.2183,8.8532###-84.2183
8.93036,-84.3126,8.93036###-84.3126
9.11788,-84.8414,9.11788###-84.8414
8.853,-84.2181,8.853###-84.2181
8.93007,-84.3114,8.93007###-84.3114
9.1176,-84.8395,9.1176###-84.8395
8.9299,-84.3119,8.9299###-84.3119
8.93089,-84.313,8.93089###-84.313
8.93135,-84.3124,8.93135###-84.3124
8.93148,-84.3119,8.93148###-84.3119
8.8525,-84.2147,8.8525###-84.2147
8.93047,-84.3132,8.93047###-84.3132
8.94748,-84.313,8.94748###-84.313
9.1172,-84.8404,9.1172###-84.8404
8.9304,-84.3129,8.9304###-84.3129
9.11588,-84.8397,9.11588###-84.8397
8.59257,-84.5596,8.59257###-84.5596
9.11503,-84.8397,9.11503###-84.8397
9.11715,-84.8396,9.11715###-84.8396
9.11715,-84.8413,9.11715###-84.8413
9.11728,-84.8396,9.11728###-84.8396
8.93116,-84.31,8.93116###-84.31
8.9304,-84.3124,8.9304###-84.3124
30.3,103,30.3###103
40.07,116.21,40.07###116.21
39.5514,116.714,39.5514###116.714
-37.8631,144.971,-37.8631###144.971
-37.8562,144.964,-37.8562###144.964
-37.8513,144.954,-37.8513###144.954
31.02,120.84,31.02###120.84
31,120.64,31###120.64
30.01,120.5,30.01###120.5
31.03,120.96,31.03###120.96
31.03,120.95,31.03###120.95
31.03,120.94,31.03###120.94
31.02,120.94,31.02###120.94
31.7349,116.523,31.7349###116.523
45.09,13.62,45.09###13.62
43.49,-8.75,43.49###-8.75
33.99,177.33,33.99###177.33
21.99,178.31,21.99###178.31
11,179,11###179
42.99,-10.33,42.99###-10.33
42.79,-16.33,42.79###-16.33
42.99,-13.89,42.99###-13.89
40,177.33,40###177.33
46.5756,8.4186,46.5756###8.4186
46.5781,8.4219,46.5781###8.4219
46.5758,8.4219,46.5758###8.4219
43.331,-89.7109,43.331###-89.7109
37.5437,128.443,37.5437###128.443
29.35,106.47,29.35###106.47
24.93,121.2,24.93###121.2
-46.0131,170.102,-46.0131###170.102
16.31,-61.32,16.31###-61.32
16.21,-61.6,16.21###-61.6
16.26,-61.31,16.26###-61.31
16.49,-61.46,16.49###-61.46
16.27,-61.29,16.27###-61.29
15.98,-61.64,15.98###-61.64
16.18,-61.71,16.18###-61.71
16.23,-61.52,16.23###-61.52
16.23,-61.46,16.23###-61.46
16.34,-61.46,16.34###-61.46
16.041,-61.638,16.041###-61.638
16.27,-61.63,16.27###-61.63
16.25,-61.8,16.25###-61.8
16.29,-61.45,16.29###-61.45
16.3,-61.38,16.3###-61.38
16.13,-61.77,16.13###-61.77
16.05,-61.67,16.05###-61.67
16.26,-61.59,16.26###-61.59
16.46,-61.52,16.46###-61.52
16.038,-61.636,16.038###-61.636
16.07,-61.76,16.07###-61.76
16.35,-61.76,16.35###-61.76
16.29,-61.66,16.29###-61.66
15.99,-61.67,15.99###-61.67
16.03,-61.67,16.03###-61.67
16.23,-61.41,16.23###-61.41
16.23,-61.79,16.23###-61.79
16.38,-61.48,16.38###-61.48
16.21,-61.65,16.21###-61.65
16.02,-61.66,16.02###-61.66
15.92,-61.27,15.92###-61.27
16.33,-61.47,16.33###-61.47
15.85,-61.64,15.85###-61.64
16.13,-61.58,16.13###-61.58
16.28,-61.8,16.28###-61.8
16.04,-61.65,16.04###-61.65
16.32,-61.8,16.32###-61.8
16.17,-61.12,16.17###-61.12
16.03,-61.63,16.03###-61.63
16.02,-61.75,16.02###-61.75
34.09,-118.29,34.09###-118.29
46.5191,6.5668,46.5191###6.5668
49.6242,7.55056,49.6242###7.55056
50.8124,7.03912,50.8124###7.03912
50.6218,8.59685,50.6218###8.59685
50.1787,8.91917,50.1787###8.91917
50.8266,7.94874,50.8266###7.94874
51.0269,8.97226,51.0269###8.97226
50.1869,9.19609,50.1869###9.19609
50.1634,8.97834,50.1634###8.97834
50.5208,8.81662,50.5208###8.81662
50.5925,8.95821,50.5925###8.95821
49.9929,8.24725,49.9929###8.24725
50.5838,8.67789,50.5838###8.67789
50.8629,12.1812,50.8629###12.1812
50.819,8.91806,50.819###8.91806
50.8974,7.87637,50.8974###7.87637
50.6262,9.02819,50.6262###9.02819
50.34,-4.2,50.34###-4.2
53.57,-1,53.57###-1
26.1016,91.3136,26.1016###91.3136
32.98,112.49,32.98###112.49
3.07637,101.601,3.07637###101.601
3.07876,101.597,3.07876###101.597
3.06774,101.599,3.06774###101.599
3.09647,101.598,3.09647###101.598
3.09296,101.599,3.09296###101.599
3.09187,101.601,3.09187###101.601
3.08515,101.606,3.08515###101.606
3.09339,101.596,3.09339###101.596
3.09405,101.596,3.09405###101.596
12.5235,-81.7302,12.5235###-81.7302
34.971,-118.582,34.971###-118.582
34.9712,-118.582,34.9712###-118.582
34.9723,-118.583,34.9723###-118.583
34.9722,-118.583,34.9722###-118.583
34.9721,-118.583,34.9721###-118.583
34.9713,-118.583,34.9713###-118.583
34.9714,-118.583,34.9714###-118.583
34.9712,-118.583,34.9712###-118.583
34.9714,-118.584,34.9714###-118.584
34.9767,-118.588,34.9767###-118.588
34.9765,-118.588,34.9765###-118.588
34.9754,-118.588,34.9754###-118.588
34.9761,-118.589,34.9761###-118.589
34.9762,-118.589,34.9762###-118.589
34.9759,-118.589,34.9759###-118.589
34.9761,-118.588,34.9761###-118.588
34.9766,-118.587,34.9766###-118.587
34.9764,-118.587,34.9764###-118.587
35.024,-118.678,35.024###-118.678
35.023,-118.678,35.023###-118.678
35.0231,-118.677,35.0231###-118.677
35.0232,-118.677,35.0232###-118.677
35.0244,-118.68,35.0244###-118.68
35.0249,-118.68,35.0249###-118.68
35.0244,-118.679,35.0244###-118.679
7.53,81.12,7.53###81.12
7.21,81.19,7.21###81.19
7.33,81.21,7.33###81.21
6.14,80.59,6.14###80.59
40.296,-89.944,40.296###-89.944
24.46,118.1,24.46###118.1
44.04,125.42,44.04###125.42
30,122.16,30###122.16
8.15,77.71,8.15###77.71
31.2,96.56,31.2###96.56
31.24,90,31.24###90
46.1844,0,46.1844###0
46.1907,11.1355,46.1907###11.1355
47.7961,133.694,47.7961###133.694
35.85,106.63,35.85###106.63
27.6891,-113.084,27.6891###-113.084
40.075,-88.242,40.075###-88.242
27.9803,94.6928,27.9803###94.6928
26.5855,92.9774,26.5855###92.9774
22.5232,114.013,22.5232###114.013
22.5237,114.014,22.5237###114.014
22.5237,114.013,22.5237###114.013
43.8266,87.6168,43.8266###87.6168
35.0876,126.796,35.0876###126.796
11.0178,76.9514,11.0178###76.9514
32.8811,-117.24,32.8811###-117.24
-20.7575,-42.8722,-20.7575###-42.8722
22.25,114.167,22.25###114.167
55.05,82.95,55.05###82.95
80.5835,47.7,80.5835###47.7
76.1667,17.4835,76.1667###17.4835
43.8106,125.411,43.8106###125.411
53.1069,-3.7747,53.1069###-3.7747
30.5225,114.347,30.5225###114.347
22.42,112.13,22.42###112.13
67.08,-50.34,67.08###-50.34
43.08,-80.75,43.08###-80.75
42.2786,-91.7753,42.2786###-91.7753
41.3902,-2.15401,41.3902###-2.15401
68.3532,19.0469,68.3532###19.0469
68.3533,19.0466,68.3533###19.0466
68.3533,19.0468,68.3533###19.0468
68.3533,19.0471,68.3533###19.0471
68.3534,19.0472,68.3534###19.0472
68.3532,19.0474,68.3532###19.0474
68.3532,19.0475,68.3532###19.0475
68.3535,19.0472,68.3535###19.0472
31.13,104.48,31.13###104.48
51.2444,-2.12202,51.2444###-2.12202
49.8951,-97.1385,49.8951###-97.1385
37.2144,-93.4092,37.2144###-93.4092
43.64,-110.62,43.64###-110.62
44.111,-110.686,44.111###-110.686
44.114,-110.685,44.114###-110.685
43.639,-110.616,43.639###-110.616
44.114,-110.687,44.114###-110.687
19.4206,-97.4036,19.4206###-97.4036
19.4149,-97.4113,19.4149###-97.4113
19.3752,-97.3549,19.3752###-97.3549
19.3755,-97.3886,19.3755###-97.3886
19.9076,-101.767,19.9076###-101.767
19.2114,-101.457,19.2114###-101.457
19.0943,-97.5323,19.0943###-97.5323
20.4317,-101.249,20.4317###-101.249
19.6184,-101.642,19.6184###-101.642
19.3315,-97.4509,19.3315###-97.4509
19.3353,-97.4534,19.3353###-97.4534
19.3724,-97.3827,19.3724###-97.3827
19.1253,-97.5442,19.1253###-97.5442
31.14,118.22,31.14###118.22
20.4104,-103.336,20.4104###-103.336
20.4311,-103.316,20.4311###-103.316
20.4237,-103.36,20.4237###-103.36
20.4087,-103.291,20.4087###-103.291
20.4189,-103.32,20.4189###-103.32
38.7869,-75.1074,38.7869###-75.1074
-3.8385,-73.3213,-3.8385###-73.3213
18.0049,-65.9902,18.0049###-65.9902
18.2598,-66.1094,18.2598###-66.1094
18.2598,-66.1098,18.2598###-66.1098
18,-66.0116,18###-66.0116
18,-66.0115,18###-66.0115
18.0427,-66.0364,18.0427###-66.0364
18.2598,-66.1093,18.2598###-66.1093
18.0343,-66.013,18.0343###-66.013
18.2604,-66.0306,18.2604###-66.0306
31.0279,31.2078,31.0279###31.2078
29.3912,34.7948,29.3912###34.7948
29.5296,34.7901,29.5296###34.7901
31.026,29.6287,31.026###29.6287
68.3534,19.0473,68.3534###19.0473
68.3533,19.0475,68.3533###19.0475
26.0878,119.235,26.0878###119.235
27.0125,-111.414,27.0125###-111.414
27.0118,-111.416,27.0118###-111.416
27.4711,-111.478,27.4711###-111.478
27.0125,-111.415,27.0125###-111.415
27.0194,-111.406,27.0194###-111.406
27.0131,-111.412,27.0131###-111.412
27.2411,-111.406,27.2411###-111.406
27.2475,-111.397,27.2475###-111.397
41.543,-70.6269,41.543###-70.6269
31.358,27.2278,31.358###27.2278
38.57,33.24,38.57###33.24
34.59,-97.31,34.59###-97.31
68.3533,19.0467,68.3533###19.0467
45.59,-95.87,45.59###-95.87
68.3531,19.0476,68.3531###19.0476
68.3532,19.0471,68.3532###19.0471
68.3532,19.0466,68.3532###19.0466
-37.337,144.512,-37.337###144.512
-37.489,144.613,-37.489###144.613
68.3533,19.047,68.3533###19.047
-37.757,144.587,-37.757###144.587
48.71,126.96,48.71###126.96
31.05,121.71,31.05###121.71
-26.8,27.85,-26.8###27.85
68.3532,19.047,68.3532###19.047
47.5062,-93.4543,47.5062###-93.4543
47.5061,-93.4527,47.5061###-93.4527
47.505,-93.489,47.505###-93.489
68.3534,19.0467,68.3534###19.0467
68.3531,19.0474,68.3531###19.0474
68.3545,19.0465,68.3545###19.0465
68.3535,19.0473,68.3535###19.0473
40.1164,-88.2688,40.1164###-88.2688
40.1164,-88.2687,40.1164###-88.2687
40.1164,-88.2685,40.1164###-88.2685
40.1164,-88.2684,40.1164###-88.2684
40.1164,-88.2459,40.1164###-88.2459
40.1164,-88.2682,40.1164###-88.2682
40.1164,-88.2681,40.1164###-88.2681
40.1164,-88.268,40.1164###-88.268
40.1164,-88.2447,40.1164###-88.2447
40.1164,-88.2563,40.1164###-88.2563
40.1164,-88.2562,40.1164###-88.2562
40.1164,-88.2561,40.1164###-88.2561
40.1164,-88.256,40.1164###-88.256
40.1164,-88.2559,40.1164###-88.2559
40.1164,-88.2558,40.1164###-88.2558
40.1164,-88.2557,40.1164###-88.2557
40.1164,-88.2556,40.1164###-88.2556
40.1164,-88.2555,40.1164###-88.2555
40.1164,-88.2554,40.1164###-88.2554
40.1164,-88.2446,40.1164###-88.2446
40.1164,-88.2553,40.1164###-88.2553
40.1164,-88.2552,40.1164###-88.2552
40.1164,-88.2551,40.1164###-88.2551
40.1164,-88.255,40.1164###-88.255
40.1164,-88.2549,40.1164###-88.2549
40.1164,-88.2547,40.1164###-88.2547
40.1164,-88.2546,40.1164###-88.2546
40.1164,-88.2545,40.1164###-88.2545
40.1164,-88.2445,40.1164###-88.2445
40.1164,-88.2543,40.1164###-88.2543
40.1164,-88.2537,40.1164###-88.2537
40.1164,-88.2536,40.1164###-88.2536
40.1164,-88.2535,40.1164###-88.2535
40.1164,-88.2487,40.1164###-88.2487
40.1164,-88.2963,40.1164###-88.2963
40.1164,-88.2962,40.1164###-88.2962
40.1164,-88.2961,40.1164###-88.2961
40.1164,-88.296,40.1164###-88.296
40.1164,-88.2958,40.1164###-88.2958
40.1164,-88.2486,40.1164###-88.2486
40.1164,-88.2949,40.1164###-88.2949
40.1164,-88.2948,40.1164###-88.2948
40.1164,-88.2947,40.1164###-88.2947
40.1164,-88.2945,40.1164###-88.2945
40.1164,-88.2485,40.1164###-88.2485
40.1164,-88.2943,40.1164###-88.2943
40.1164,-88.2941,40.1164###-88.2941
40.1164,-88.265,40.1164###-88.265
40.1164,-88.2649,40.1164###-88.2649
40.1164,-88.2646,40.1164###-88.2646
40.1164,-88.2455,40.1164###-88.2455
40.1164,-88.2643,40.1164###-88.2643
40.1164,-88.2642,40.1164###-88.2642
40.1164,-88.2641,40.1164###-88.2641
40.1164,-88.2639,40.1164###-88.2639
40.1164,-88.2638,40.1164###-88.2638
40.1164,-88.2637,40.1164###-88.2637
40.1164,-88.2636,40.1164###-88.2636
40.1164,-88.2635,40.1164###-88.2635
40.1164,-88.2634,40.1164###-88.2634
40.1164,-88.2454,40.1164###-88.2454
40.1164,-88.2436,40.1164###-88.2436
40.1164,-88.2633,40.1164###-88.2633
40.1164,-88.2632,40.1164###-88.2632
40.1164,-88.2631,40.1164###-88.2631
40.1164,-88.263,40.1164###-88.263
40.1164,-88.2629,40.1164###-88.2629
40.1164,-88.2628,40.1164###-88.2628
40.1164,-88.2627,40.1164###-88.2627
40.1164,-88.2626,40.1164###-88.2626
40.1164,-88.2625,40.1164###-88.2625
40.1164,-88.2624,40.1164###-88.2624
40.1164,-88.2453,40.1164###-88.2453
40.1164,-88.2623,40.1164###-88.2623
40.1164,-88.247,40.1164###-88.247
40.1164,-88.2788,40.1164###-88.2788
40.1164,-88.2787,40.1164###-88.2787
40.1164,-88.2785,40.1164###-88.2785
40.1164,-88.2784,40.1164###-88.2784
40.1164,-88.2469,40.1164###-88.2469
40.1164,-88.2783,40.1164###-88.2783
40.1164,-88.2782,40.1164###-88.2782
40.1164,-88.2468,40.1164###-88.2468
40.1164,-88.2769,40.1164###-88.2769
40.1164,-88.2768,40.1164###-88.2768
40.1164,-88.2766,40.1164###-88.2766
40.1164,-88.288,40.1164###-88.288
